date,day_of_week,is_weekend,is_public_holiday,total_arrivals,total_required_nurses,total_staffed_nurses,total_regular_hours,total_overtime_hours,total_locum_hours,total_payroll_cost_zar,total_unfilled_shifts
2025-09-05,Friday,False,False,75.0,18,18,144.0,0.0,0.0,23788.62,0
2025-09-06,Saturday,True,False,67.0,16,16,128.0,0.0,0.0,24883.5,0
2025-09-07,Sunday,True,False,67.0,16,16,128.0,0.0,0.0,25848.0,0
2025-09-08,Monday,False,False,84.0,19,19,152.0,0.0,0.0,23883.28,0
2025-09-09,Tuesday,False,False,75.0,18,18,144.0,0.0,0.0,22806.38,0
2025-09-10,Wednesday,False,False,79.0,19,19,152.0,0.0,0.0,27274.0,0
2025-09-11,Thursday,False,False,63.0,15,15,120.0,0.0,0.0,22372.92,0
2025-09-12,Friday,False,False,51.0,13,13,104.0,0.0,0.0,18235.5,0
2025-09-13,Saturday,True,False,61.0,15,15,120.0,0.0,0.0,22009.48,0
2025-09-14,Sunday,True,False,78.0,18,18,144.0,0.0,0.0,29461.48,0
2025-09-15,Monday,False,False,99.0,23,21,168.0,0.0,16.0,35039.75,2
2025-09-16,Tuesday,False,False,68.0,16,16,128.0,0.0,0.0,20481.3,0
2025-09-17,Wednesday,False,False,66.0,15,15,120.0,0.0,0.0,21372.82,0
2025-09-18,Thursday,False,False,70.0,17,17,136.0,0.0,0.0,25632.2,0
2025-09-19,Friday,False,False,84.0,19,16,128.0,0.0,24.0,31126.85,2
2025-09-20,Saturday,True,False,55.0,13,13,104.0,0.0,0.0,19322.96,0
2025-09-21,Sunday,True,False,69.0,17,17,136.0,0.0,0.0,27568.84,0
2025-09-22,Monday,False,False,67.0,16,16,128.0,0.0,0.0,21687.56,0
2025-09-23,Tuesday,False,False,65.0,15,15,120.0,0.0,0.0,19264.66,0
2025-09-24,Wednesday,False,True,47.0,11,11,88.0,0.0,0.0,28125.98,0
2025-09-25,Thursday,False,False,45.0,11,11,88.0,0.0,0.0,15933.22,0
2025-09-26,Friday,False,False,31.0,8,8,64.0,0.0,0.0,10700.04,0
2025-09-27,Saturday,True,False,25.0,7,7,56.0,0.0,0.0,10781.28,0
2025-09-28,Sunday,True,False,42.0,11,11,88.0,0.0,0.0,17570.98,0
2025-09-29,Monday,False,False,76.0,18,18,144.0,0.0,0.0,23545.96,0
2025-09-30,Tuesday,False,False,70.0,17,17,136.0,0.0,0.0,22094.8,0
2025-10-01,Wednesday,False,False,89.0,21,21,168.0,0.0,0.0,26557.24,0
2025-10-02,Thursday,False,False,58.0,13,13,104.0,0.0,0.0,16555.24,0
2025-10-03,Friday,False,False,52.0,13,13,104.0,0.0,0.0,17730.12,0
2025-10-04,Saturday,True,False,48.0,11,11,88.0,0.0,0.0,14528.24,0
2025-10-05,Sunday,True,False,66.0,15,15,120.0,0.0,0.0,21298.02,0
2025-10-06,Monday,False,False,79.0,19,19,152.0,0.0,0.0,23895.88,0
2025-10-07,Tuesday,False,False,79.0,19,19,152.0,0.0,0.0,25208.44,0
2025-10-08,Wednesday,False,False,75.0,18,18,144.0,0.0,0.0,24441.76,0
2025-10-09,Thursday,False,False,64.0,15,15,120.0,0.0,0.0,18731.44,0
2025-10-10,Friday,False,False,64.0,15,15,120.0,0.0,0.0,21118.76,0
2025-10-11,Saturday,True,False,55.0,13,13,104.0,0.0,0.0,17729.14,0
2025-10-12,Sunday,True,False,65.0,15,15,120.0,0.0,0.0,23188.64,0
2025-10-13,Monday,False,False,73.0,17,17,136.0,0.0,0.0,22233.34,0
2025-10-14,Tuesday,False,False,76.0,18,18,144.0,0.0,0.0,22767.74,0
2025-10-15,Wednesday,False,False,65.0,15,15,120.0,0.0,0.0,22714.62,0
2025-10-16,Thursday,False,False,54.0,13,13,104.0,0.0,0.0,16276.14,0
2025-10-17,Friday,False,False,77.0,18,18,144.0,0.0,0.0,24083.3,0
2025-10-18,Saturday,True,False,45.0,11,11,88.0,0.0,0.0,16019.74,0
2025-10-19,Sunday,True,False,52.0,13,13,104.0,0.0,0.0,19441.7,0
2025-10-20,Monday,False,False,59.0,14,14,112.0,0.0,0.0,17362.56,0
2025-10-21,Tuesday,False,False,75.0,18,18,144.0,0.0,0.0,24022.98,0
2025-10-22,Wednesday,False,False,66.0,15,15,120.0,0.0,0.0,21120.92,0
2025-10-23,Thursday,False,False,66.0,15,15,120.0,0.0,0.0,19752.16,0
2025-10-24,Friday,False,False,75.0,18,18,144.0,0.0,0.0,23154.22,0
2025-10-25,Saturday,True,False,62.0,15,15,120.0,0.0,0.0,21954.18,0
2025-10-26,Sunday,True,False,75.0,18,18,144.0,0.0,0.0,25865.72,0
2025-10-27,Monday,False,False,88.0,21,20,160.0,0.0,8.0,29442.28,1
2025-10-28,Tuesday,False,False,74.0,18,18,144.0,0.0,0.0,24079.16,0
2025-10-29,Wednesday,False,False,83.0,19,19,152.0,0.0,0.0,24716.76,0
2025-10-30,Thursday,False,False,79.0,19,18,144.0,0.0,8.0,27259.04,1
2025-10-31,Friday,False,False,68.0,16,16,128.0,0.0,0.0,19675.04,0
2025-11-01,Saturday,True,False,68.0,16,16,128.0,0.0,0.0,24163.56,0
2025-11-02,Sunday,True,False,81.0,19,19,152.0,0.0,0.0,28892.86,0
2025-11-03,Monday,False,False,88.0,21,18,144.0,0.0,24.0,33257.11,2
2025-11-04,Tuesday,False,False,90.0,21,15,120.0,0.0,48.0,37913.08,2
2025-11-05,Wednesday,False,False,88.0,21,21,168.0,0.0,0.0,28344.92,0
2025-11-06,Thursday,False,False,83.0,19,19,152.0,0.0,0.0,25084.58,0
2025-11-07,Friday,False,False,80.0,19,14,112.0,0.0,40.0,33259.44,2
2025-11-08,Saturday,True,False,54.0,13,13,104.0,0.0,0.0,18466.7,0
2025-11-09,Sunday,True,False,73.0,17,17,136.0,0.0,0.0,24572.92,0
2025-11-10,Monday,False,False,91.0,21,19,152.0,0.0,16.0,31959.65,1
2025-11-11,Tuesday,False,False,67.0,16,16,128.0,0.0,0.0,23420.74,0
2025-11-12,Wednesday,False,False,73.0,17,17,136.0,0.0,0.0,21785.46,0
